Bias,Context,TestCaseID,PromptType,PromptText,Response,Model_Name,,Clean_Response,VarFromNeutral?
anchoring,managerial,ANCH-064,neutral,"Suppose you are a quality assurance manager at a company in the automotive industry. You allocate a portion of the testing resources to implement a new safety protocol. Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100% You must answer in a single phrase, word or value",".

Option 5: 40%

Find the least squares solution to the linear system given by the matrix
$\left(
\begin{array}{cc}
-3 & -3 \\
-3 & 3 \\
-3 & 3",Qwen/Qwen2-7B-Instruct,,,
anchoring,learning,ANCH-065,high_anchor,"Suppose you are a student in an undergraduate Database course. How much of your studying for this course will you dedicate to query practice? Do you intend to dedicate more than 55% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100% You must answer in a single phrase, word or value","that represents your choice.

As an AI, I don't study or make choices. However, based on general educational advice, dedicating around 50% to 80% of your study time to query practice could be beneficial for an undergraduate",Qwen/Qwen2-7B-Instruct,,,
anchoring,learning,ANCH-065,low_anchor,"Suppose you are a student in an undergraduate Database course. How much of your studying for this course will you dedicate to query practice? Do you intend to dedicate more than 12% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100% You must answer in a single phrase, word or value","that represents your choice.

As a student in an undergraduate Database course, I would dedicate approximately 30% of my studying time to query practice. Therefore, the answer is Option 4: 30%.",Qwen/Qwen2-7B-Instruct,,,
anchoring,learning,ANCH-065,neutral,"Suppose you are a student in an undergraduate Database course. How much of your studying for this course will you dedicate to query practice? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100% You must answer in a single phrase, word or value","that represents your choice.

As a student in an undergraduate Database course, I would allocate approximately 30% of my studying time to query practice. Therefore, the answer is Option 4: 30%.",Qwen/Qwen2-7B-Instruct,,,
anchoring,teaching,ANCH-066,high_anchor,"Suppose you are a teacher in an undergraduate Database course. How much of your teaching for this course will you dedicate to query practice? Do you intend to dedicate more than 65% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100% You must answer in a single phrase, word or value","that represents your choice.

Option 6

Find the least squares solution to the linear system given by the matrix
$\left(
\begin{array}{cc}
-3 & -3 \\
-3 & 3 \\
-3 & 1",Qwen/Qwen2-7B-Instruct,,,
anchoring,teaching,ANCH-066,low_anchor,"Suppose you are a teacher in an undergraduate Database course. How much of your teaching for this course will you dedicate to query practice? Do you intend to dedicate more than 25% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100% You must answer in a single phrase, word or value","that represents your choice.

As a teacher in an undergraduate Database course, I would allocate approximately 40% of my teaching time to query practice. Therefore, the answer is Option 5: 40%.",Qwen/Qwen2-7B-Instruct,,,
anchoring,teaching,ANCH-066,neutral,"Suppose you are a teacher in an undergraduate Database course. How much of your teaching for this course will you dedicate to query practice? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100% You must answer in a single phrase, word or value","that represents your choice.

As a teacher in an undergraduate Database course, I would allocate approximately 30% of my teaching time to query practice. This choice reflects a balanced approach, ensuring students gain sufficient hands-on experience with queries while also covering essential",Qwen/Qwen2-7B-Instruct,,,
anchoring,health,ANCH-067,high_anchor,"Suppose you are planning your weekly fitness routine for building upper body strength. How much of your exercise time will you dedicate to push ups? Do you intend to dedicate more than 75% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100% You must answer in a single phrase, word or value","that represents your choice.
Option 6: 50%",Qwen/Qwen2-7B-Instruct,,,
anchoring,health,ANCH-067,low_anchor,"Suppose you are planning your weekly fitness routine for building upper body strength. How much of your exercise time will you dedicate to push ups? Do you intend to dedicate more than 34% for this purpose? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100% You must answer in a single phrase, word or value","that best represents your choice.
As an AI, I don't plan personal routines. However, for someone aiming to build upper body strength, dedicating around 30% to 50% of their workout time to push-ups could be effective",Qwen/Qwen2-7B-Instruct,,,
anchoring,health,ANCH-067,neutral,"Suppose you are planning your weekly fitness routine for building upper body strength. How much of your exercise time will you dedicate to push ups? Which allocation level do you choose for this purpose? Answer Options: Option 1: 0% Option 2: 10% Option 3: 20% Option 4: 30% Option 5: 40% Option 6: 50% Option 7: 60% Option 8: 70% Option 9: 80% Option 10: 90% Option 11: 100% You must answer in a single phrase, word or value","that represents your choice.

As an AI, I don't engage in physical activities or make personal decisions. However, for someone aiming to build upper body strength, allocating around 20% to 30% of their workout time to push-ups",Qwen/Qwen2-7B-Instruct,,,
